name,street,street2,city,state,zip,price,link,rdi,CMRA,smarty_status,detail_status,usps_status,usps_address,usps_zip5,usps_zip4,usps_dpv_confirmation,usps_cmra,usps_business,usps_carrier_route,usps_raw
Beaverton - Cedar Hills Blvd,2850 SW Cedar Hills Blvd,,Beaverton,OR,97005,US$9.99/month,https://www.anytimemailbox.com/s/beaverton-2850-sw-cedar-hills-blvd,Commercial,Y,matched,fetched,http_302,,,,,,,,"{""http_status"":302,""redirect"":""https://www.usps.com/root/global/server_responses/anyapp_outage_apology.htm""}"
Bend - 3rd St,1900 NE 3rd St,Suite 106,Bend,OR,97701,US$16.99/month,https://www.anytimemailbox.com/s/bend-1900-ne-3rd-street,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Bend - Century Dr,70 SW Century Dr STE 100,,Bend,OR,97702,US$16.99/month,https://www.anytimemailbox.com/s/bend-70-sw-century-dr,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Clackamas,12042 SE Sunnyside Rd,,Clackamas,OR,97015,US$9.99/month,https://www.anytimemailbox.com/s/clackamas-12042-se-sunnyside-road,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Eugene - High St,1292 High St,,Eugene,OR,97401,US$9.99/month,https://www.anytimemailbox.com/s/eugene-1292-high-street,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Eugene - Willamette St,1711 Willamette Street,Ste 301,Eugene,OR,97401,US$19.99/month,https://www.anytimemailbox.com/s/eugene-1430-willamette-street,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Eugene - Royal Ave,4736 Royal Ave,,Eugene,OR,97402,US$9.99/month,https://www.anytimemailbox.com/s/eugene-4736-royal-avenue,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Gearhart,3095 HW 101 N,Ste 11,Gearhart,OR,97138,US$9.99/month,https://www.anytimemailbox.com/s/gearhart-3095-hw-101-n,Commercial,N,matched,fetched,skipped_after_service_errors,,,,,,,,
Gladstone,45 82nd Dr,Ste 51,Gladstone,OR,97027,US$12.99/month,https://www.anytimemailbox.com/s/gladstone-45-82nd-drive,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Grants Pass - 6th St,1051 NE 6th St,"Ste C,",Grants Pass,OR,97526,US$9.75/month,https://www.anytimemailbox.com/s/grants-pass-1051-ne-6th-street,Commercial,N,matched,fetched,skipped_after_service_errors,,,,,,,,
Grants Pass - F St,560 NE F St,Ste A,Grants Pass,OR,97526,US$11.99/month,https://www.anytimemailbox.com/s/grants-pass-560-ne-f-street,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Hood River,2149 Cascade Ave Ste 106A,,Hood River,OR,97031,US$14.99/month,https://www.anytimemailbox.com/s/hood-river-2149-cascade-avenue,Commercial,Y,matched,fetched,skipped_after_service_errors,,,,,,,,
Anchorage - 5th Ave,243 E 5th Ave,,Anchorage,AK,99501,US$9.99/month,https://www.anytimemailbox.com/s/anchorage-243-e-5th-ave,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Anchorage - Dimond Blvd,750 W Dimond Blvd,,Anchorage,AK,99515,US$9.99/month,https://www.anytimemailbox.com/s/anchorage-750-w-dimond-blvd,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Wasilla,4900 Palmer-Wasilla Hwy,,Wasilla,AK,99654,US$11.99/month,https://www.anytimemailbox.com/s/wasilla-4900-palmer-wasilla-highway,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Middletown,600 N Broad Street,,Middletown,DE,19709,US$9.99/month,https://www.anytimemailbox.com/s/middletown-600-n-broad-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Millsboro,26670 Centerview Dr,,Millsboro,DE,19966,US$11.99/month,https://www.anytimemailbox.com/s/millsboro-26670-centerview-dr,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Milton,124 Broadkill Rd,,Milton,DE,19968-1008,US$15.99/month,https://www.anytimemailbox.com/s/milton-124-broadkill-road,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
New Castle - Penn Mart Shopping Ct,20 Penn Mart Shopping Ctr,,New Castle,DE,19720,US$9.99/month,https://www.anytimemailbox.com/s/new-castle-20-penn-mart-shopping-court,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Newark - Drummond Shpg Ctr,11 Polly Drummond Shpg Ctr,,Newark,DE,19711,US$6.99/month,https://www.anytimemailbox.com/s/newark-11-polly-drummond-shpg-ctr,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Newark - Prestbury Sq,30 Prestbury Sq,,Newark,DE,19713,US$9.99/month,https://www.anytimemailbox.com/s/newark-30-prestbury-sq,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Newark,4 Peddlers Row,,Newark,DE,19702,US$11.99/month,https://www.anytimemailbox.com/s/newark-4-peddlers-row,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Rehoboth Beach - Coastal Hwy (18585),18585 Coastal Highway,,Rehoboth Beach,DE,19971,US$14.99/month,https://www.anytimemailbox.com/s/rehoboth-beach-18585-coastal-highway,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Rehoboth Beach - Coastal Hwy (19266),19266 Coastal Hwy,,Rehoboth Beach,DE,19971,US$9.99/month,https://www.anytimemailbox.com/s/rehoboth-beach-19266-coastal-hwy,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Smyrna,74 E Glenwood Ave,,Smyrna,DE,19977,US$8.99/month,https://www.anytimemailbox.com/s/smyrna-74-e-glenwood-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Wilmington - Pennsylvania Ave,1401 Pennsylvania Ave,,Wilmington,DE,19806,US$8.99/month,https://www.anytimemailbox.com/s/wilmington-1401-pennsylvania-ave,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Wilmington - Concord Pike,1521 Concord Pike,,Wilmington,DE,19803,US$9.99/month,https://www.anytimemailbox.com/s/wilmington-1521-concord-pike,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Wilmington - Trolley Sq,24A Trolley Square,,Wilmington,DE,19806,US$9.99/month,https://www.anytimemailbox.com/s/wilmington-24a-trolley-square,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Wilmington - Delaware Ave,300 Delaware Ave,,Wilmington,DE,19801,US$9.99/month,https://www.anytimemailbox.com/s/wilmington-300-delaware-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Wilmington - Lancaster Pike,3301 Lancaster Pike,,Wilmington,DE,19805,US$14.99/month,https://www.anytimemailbox.com/s/wilmington-3301-lancaster-pike,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Wilmington - Brier Ave,34 Brier Ave,,Wilmington,DE,19805,US$9.99/month,https://www.anytimemailbox.com/s/wilmington-34-brier-ave,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Billings - Grand Ave,3031 Grand Ave,,Billings,MT,59102,US$14.99/month,https://www.anytimemailbox.com/s/billings-3031-grand-ave,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Missoula,2120 S Reserve St,,Missoula,MT,59801,US$14.99/month,https://www.anytimemailbox.com/s/missoula-2120-so-reserve-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Whitefish,6479 US Hwy 93 S,,Whitefish,MT,59937,US$9.99/month,https://www.anytimemailbox.com/s/whitefish-6479-us-hwy-93-s,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Laconia,51 Elm St,,Laconia,NH,03246,US$39.00/month,https://www.anytimemailbox.com/s/laconia-51-elm-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Manchester,923 Elm St,,Manchester,NH,03101,US$9.99/month,https://www.anytimemailbox.com/s/manchester-923-elm-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Salem,50a Northwestern Dr,,Salem,NH,03079,US$8.99/month,https://www.anytimemailbox.com/s/salem-50a-northwestern-drive,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Stratham,20 Portsmouth Ave STE 1,,Stratham,NH,03885,US$14.00/month,https://www.anytimemailbox.com/s/stratham-20-portsmouth-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Happy Valley,13203 SE 172nd Ave,,Happy Valley,OR,97086,US$9.99/month,https://www.anytimemailbox.com/s/happy-valley-13203-se-172nd-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Keizer,4472 River Rd N,,Keizer,OR,97303,US$9.99/month,https://www.anytimemailbox.com/s/keizer-4472-river-rd-n,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Lake Oswego,3 Monroe Pkwy,,Lake Oswego,OR,97035,US$14.99/month,https://www.anytimemailbox.com/s/lake-oswego-3-monroe-pkwy,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Medford - Main St,122 E Main St,,Medford,OR,97501,US$39.99/month,https://www.anytimemailbox.com/s/medford-122-e-main-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Medford - Barnett Rd,2640 E Barnett Rd,,Medford,OR,97504,US$15.00/month,https://www.anytimemailbox.com/s/medford-2640-e-barnett-road,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Newport - 1st St,146 SE 1st St,,Newport,OR,97365,US$9.99/month,https://www.anytimemailbox.com/s/newport-146-se-1st-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Newport - Coast Hwy,2226 N Coast Hwy,,Newport,OR,97365,US$9.99/month,https://www.anytimemailbox.com/s/newport-2226-n-coast-hwy,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
North Bend,2670 Broadway Ave,,North Bend,OR,97459,US$9.99/month,https://www.anytimemailbox.com/s/north-bend-2670-broadway-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - Vancouver Way,10350 N Vancouver Way,,Portland,OR,97217,US$9.99/month,https://www.anytimemailbox.com/s/portland-10350-n-vancouver-way,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - Division St,11918 SE Division Street,,Portland,OR,97266,US$9.99/month,https://www.anytimemailbox.com/s/portland-11918-se-division-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - 42nd Ave,2000 NE 42nd Ave,,Portland,OR,97213,US$9.99/month,https://www.anytimemailbox.com/s/portland-2000-ne-42nd-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - Yeon Ave,3055 NW Yeon Ave,,Portland,OR,97210,US$9.99/month,https://www.anytimemailbox.com/s/portland-3055-nw-yeon-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - Hawthorne Blvd,3439 SE Hawthorne Blvd,,Portland,OR,97214,US$12.99/month,https://www.anytimemailbox.com/s/portland-3439-se-hawthorne-blvd,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - King Rd,4230 SE King Rd,,Portland,OR,97222,US$16.99/month,https://www.anytimemailbox.com/s/portland-4230-se-king-road,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - Lombard St,4784 N Lombard St,,Portland,OR,97203,US$14.99/month,https://www.anytimemailbox.com/s/portland-4784-n-lombard-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Portland - Macadam Ave,5331 S Macadam Ave,,Portland,OR,97239,US$15.99/month,https://www.anytimemailbox.com/s/portland-5331-sw-macadam-avenue,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Springfield,5729 Main St,,Springfield,OR,97478,US$9.99/month,https://www.anytimemailbox.com/s/springfield-5729-main-street,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
Tigard - Pacific Hwy (11575),11575 SW Pacific Hwy,,Tigard,OR,97223,US$10.99/month,https://www.anytimemailbox.com/s/tigard-11575-sw-pacific-hwy,,,skipped_detail_unavailable,unavailable,skipped_detail_unavailable,,,,,,,,
