name,street,street2,city,state,zip,price,link,rdi,CMRA,smarty_status,detail_status,usps_status,usps_address,usps_zip5,usps_zip4,usps_dpv_confirmation,usps_cmra,usps_business,usps_carrier_route,usps_raw
Stratham,20 Portsmouth Ave STE 1,,Stratham,NH,03885,US$14.00/month,https://www.anytimemailbox.com/s/stratham-20-portsmouth-avenue,Commercial,Y,matched,fetched,matched,"20 PORTSMOUTH AVE STE 1, STRATHAM, NH",03885,6528,Y,Y,,R105,"{""addressList"":[{""addressLine1"":""20 PORTSMOUTH AVE STE 1"",""carrierRoute"":""R105"",""checkDigit"":""4"",""city"":""STRATHAM"",""cmar"":""Y"",""countyName"":""ROCKINGHAM"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""01"",""dpvConfirmation"":""Y"",""elot"":""0160"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NH"",""zip4"":""6528"",""zip5"":""03885""}],""resultStatus"":""SUCCESS""}"
Carson City - Carson St,3827 S Carson St,505-25,Carson City,NV,89701,US$12.00/month,https://www.anytimemailbox.com/s/carson-city-3827-s-carson-street,Commercial,Y,matched,fetched,matched,"3827 S CARSON ST # 505-25, CARSON CITY, NV",89701,5538,S,Y,,C028,"{""addressList"":[{""addressLine1"":""3827 S CARSON ST # 505-25"",""carrierRoute"":""C028"",""checkDigit"":""5"",""city"":""CARSON CITY"",""cmar"":""Y"",""countyName"":""CARSON CITY"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""27"",""dpvConfirmation"":""S"",""elot"":""0210"",""elotIndicator"":""D"",""recordType"":""S"",""state"":""NV"",""zip4"":""5538"",""zip5"":""89701""}],""resultStatus"":""SUCCESS""}"
Henderson - Sunset Rd,1540 W Sunset Rd,Ste 100,Henderson,NV,89014,US$9.99/month,https://www.anytimemailbox.com/s/henderson-1540-w-sunset-road,Commercial,N,matched,fetched,matched,"1540 W SUNSET RD STE 100, HENDERSON, NV",89014,6846,Y,N,,C093,"{""addressList"":[{""addressLine1"":""1540 W SUNSET RD STE 100"",""carrierRoute"":""C093"",""checkDigit"":""7"",""city"":""HENDERSON"",""cmar"":""N"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""25"",""dpvConfirmation"":""Y"",""elot"":""0043"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""6846"",""zip5"":""89014""}],""resultStatus"":""SUCCESS""}"
Henderson - Horizon Ridge Pkwy (1550),1550 W Horizon Ridge Pkwy,Ste R,Henderson,NV,89012,US$12.99/month,https://www.anytimemailbox.com/s/henderson-1550-w-horizon-ridge-pkwy,Commercial,Y,matched,fetched,matched,"1550 W HORIZON RIDGE PKWY STE R, HENDERSON, NV",89012,3605,Y,Y,,R002,"{""addressList"":[{""addressLine1"":""1550 W HORIZON RIDGE PKWY STE R"",""carrierRoute"":""R002"",""checkDigit"":""7"",""city"":""HENDERSON"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""90"",""dpvConfirmation"":""Y"",""elot"":""0013"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""3605"",""zip5"":""89012""}],""resultStatus"":""SUCCESS""}"
Henderson - Stephanie St,209 S Stephanie St,Ste B,Henderson,NV,89012,US$9.99/month,https://www.anytimemailbox.com/s/henderson-209-s-stephanie-street,Commercial,N,matched,fetched,matched,"209 S STEPHANIE ST STE B, HENDERSON, NV",89012,4423,Y,Y,,R065,"{""addressList"":[{""addressLine1"":""209 S STEPHANIE ST STE B"",""carrierRoute"":""R065"",""checkDigit"":""6"",""city"":""HENDERSON"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""74"",""dpvConfirmation"":""Y"",""elot"":""0005"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""4423"",""zip5"":""89012""}],""resultStatus"":""SUCCESS""}"
Henderson - Horizon Ridge Pkwy (2654),2654 W Horizon Ridge Pkwy,Ste B5,Henderson,NV,89052,US$9.99/month,https://www.anytimemailbox.com/s/henderson-2654-w-horizon-ridge-pkwy,Commercial,Y,matched,fetched,matched,"2654 W HORIZON RIDGE PKWY STE B5, HENDERSON, NV",89052,2858,Y,Y,,R057,"{""addressList"":[{""addressLine1"":""2654 W HORIZON RIDGE PKWY STE B5"",""carrierRoute"":""R057"",""checkDigit"":""6"",""city"":""HENDERSON"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""25"",""dpvConfirmation"":""Y"",""elot"":""0099"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""2858"",""zip5"":""89052""}],""resultStatus"":""SUCCESS""}"
Henderson - Bicentennial Pkwy,2880 Bicentennial Pkwy,Ste 100,Henderson,NV,89044,US$9.99/month,https://www.anytimemailbox.com/s/henderson-2880-bicentennial-parkway,Commercial,Y,matched,fetched,matched,"2880 BICENTENNIAL PKWY STE 100, HENDERSON, NV",89044,4484,Y,Y,,R105,"{""addressList"":[{""addressLine1"":""2880 BICENTENNIAL PKWY STE 100"",""carrierRoute"":""R105"",""checkDigit"":""8"",""city"":""HENDERSON"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""25"",""dpvConfirmation"":""Y"",""elot"":""0019"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""4484"",""zip5"":""89044""}],""resultStatus"":""SUCCESS""}"
Henderson - Horizon Ridge Pkwy (35),35 E Horizon Ridge Pkwy,Ste 110,Henderson,NV,89002,US$9.99/month,https://www.anytimemailbox.com/s/henderson-35-e-horizon-ridge-pkwy,Commercial,Y,matched,fetched,matched,"35 E HORIZON RIDGE PKWY STE 110, HENDERSON, NV",89002,7906,Y,Y,,C098,"{""addressList"":[{""addressLine1"":""35 E HORIZON RIDGE PKWY STE 110"",""carrierRoute"":""C098"",""checkDigit"":""1"",""city"":""HENDERSON"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""35"",""dpvConfirmation"":""Y"",""elot"":""0013"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""7906"",""zip5"":""89002""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Flamingo Rd (10120),10120 W Flamingo Rd,Ste 4-,Las Vegas,NV,89147,US$11.99/month,https://www.anytimemailbox.com/s/las-vegas-10120-w-flamingo-road,Commercial,Y,matched,fetched,matched,"10120 W FLAMINGO RD STE 4, LAS VEGAS, NV",89147,8394,Y,Y,,C006,"{""addressList"":[{""addressLine1"":""10120 W FLAMINGO RD STE 4"",""carrierRoute"":""C006"",""checkDigit"":""3"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""04"",""dpvConfirmation"":""Y"",""elot"":""0064"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""8394"",""zip5"":""89147""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Tropicana Ave (1101),1101 E Tropicana Ave,,Las Vegas,NV,89119,US$30.00/month,https://www.anytimemailbox.com/s/las-vegas-1101-e-tropicana-avenue,Commercial,Y,matched,fetched,matched,"1101 E TROPICANA AVE, LAS VEGAS, NV",89119,6629,Y,Y,,C008,"{""addressList"":[{""addressLine1"":""1101 E TROPICANA AVE"",""carrierRoute"":""C008"",""checkDigit"":""8"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""01"",""dpvConfirmation"":""Y"",""elot"":""0575"",""elotIndicator"":""A"",""recordType"":""S"",""state"":""NV"",""zip4"":""6629"",""zip5"":""89119""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Twain Ave,1155 E Twain Ave Ste 108,,Las Vegas,NV,89169,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-1155-e-twain-avenue,Commercial,Y,matched,fetched,matched,"1155 E TWAIN AVE STE 108, LAS VEGAS, NV",89169,4216,Y,Y,,C048,"{""addressList"":[{""addressLine1"":""1155 E TWAIN AVE STE 108"",""carrierRoute"":""C048"",""checkDigit"":""8"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""33"",""dpvConfirmation"":""Y"",""elot"":""0109"",""elotIndicator"":""D"",""recordType"":""H"",""state"":""NV"",""zip4"":""4216"",""zip5"":""89169""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Jones Blvd,1421 N Jones Blvd,,Las Vegas,NV,89108,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-1421-n-jones-blvd,Commercial,Y,matched,fetched,matched,"1421 N JONES BLVD, LAS VEGAS, NV",89108,1610,Y,Y,,C018,"{""addressList"":[{""addressLine1"":""1421 N JONES BLVD"",""carrierRoute"":""C018"",""checkDigit"":""3"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""21"",""dpvConfirmation"":""Y"",""elot"":""0112"",""elotIndicator"":""D"",""recordType"":""S"",""state"":""NV"",""zip4"":""1610"",""zip5"":""89108""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Serene Ave,1920 E Serene Ave,Ste 500-2,Las Vegas,NV,89123,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-1920-e-serene-avenue,Commercial,Y,matched,fetched,matched,"1920 E SERENE AVE STE 500-2, LAS VEGAS, NV",89123,3285,Y,Y,,C007,"{""addressList"":[{""addressLine1"":""1920 E SERENE AVE STE 500-2"",""carrierRoute"":""C007"",""checkDigit"":""2"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""52"",""dpvConfirmation"":""Y"",""elot"":""0305"",""elotIndicator"":""A"",""lacs"":""L"",""recordType"":""H"",""state"":""NV"",""zip4"":""3285"",""zip5"":""89123""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Rainbow Blvd (2300),2300 N Rainbow Blvd,Ste 113,Las Vegas,NV,89108,US$11.99/month,https://www.anytimemailbox.com/s/las-vegas-2300-n-rainbow-blvd,Commercial,Y,matched,fetched,matched,"2300 N RAINBOW BLVD UNIT 113, LAS VEGAS, NV",89108,7350,Y,Y,,C092,"{""addressList"":[{""addressLine1"":""2300 N RAINBOW BLVD UNIT 113"",""carrierRoute"":""C092"",""checkDigit"":""8"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""38"",""dpvConfirmation"":""Y"",""elot"":""0219"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""7350"",""zip5"":""89108""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Tropicana Ave (2375),2375 E Tropicana Ave Suite 8,,Las Vegas,NV,89119,US$19.99/month,https://www.anytimemailbox.com/s/las-vegas-2375-e-tropicana-avenue,Commercial,Y,matched,fetched,matched,"2375 E TROPICANA AVE STE 8, LAS VEGAS, NV",89119,8329,Y,Y,,C015,"{""addressList"":[{""addressLine1"":""2375 E TROPICANA AVE STE 8"",""carrierRoute"":""C015"",""checkDigit"":""2"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""08"",""dpvConfirmation"":""Y"",""elot"":""0109"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""8329"",""zip5"":""89119""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Windmill Ln,2381 E Windmill Ln,Ste 3,Las Vegas,NV,89123,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-2381-e-windmill-lane,Commercial,Y,matched,fetched,matched,"2381 E WINDMILL LN STE 3, LAS VEGAS, NV",89123,2069,Y,Y,,C014,"{""addressList"":[{""addressLine1"":""2381 E WINDMILL LN STE 3"",""carrierRoute"":""C014"",""checkDigit"":""7"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""03"",""dpvConfirmation"":""Y"",""elot"":""0220"",""elotIndicator"":""D"",""recordType"":""H"",""state"":""NV"",""zip4"":""2069"",""zip5"":""89123""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Sunset Rd (2510),2510 E Sunset Rd,Ste 5 #A,Las Vegas,NV,89120,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-2510-e-sunset-road,Commercial,Y,matched,fetched,matched,"2510 E SUNSET RD STE 5, LAS VEGAS, NV",89120,3500,Y,Y,,C032,"{""addressList"":[{""addressLine1"":""2510 E SUNSET RD STE 5"",""carrierRoute"":""C032"",""checkDigit"":""7"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""05"",""dpvConfirmation"":""Y"",""elot"":""0093"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""3500"",""zip5"":""89120""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Decatur Blvd (2605),2605 S Decatur Blvd,Ste 123,Las Vegas,NV,89102,US$8.98/month,https://www.anytimemailbox.com/s/las-vegas-2605-s-decatur-blvd,Commercial,Y,matched,fetched,matched,"2605 S DECATUR BLVD STE 123, LAS VEGAS, NV",89102,8592,Y,Y,,C034,"{""addressList"":[{""addressLine1"":""2605 S DECATUR BLVD STE 123"",""carrierRoute"":""C034"",""checkDigit"":""4"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""48"",""dpvConfirmation"":""Y"",""elot"":""0409"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""8592"",""zip5"":""89102""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Hawksdale Dr,3009 Hawksdale Dr,,Las Vegas,NV,89134,US$8.99/month,https://www.anytimemailbox.com/s/las-vegas-3009-hawksdale-drive,Commercial,Y,matched,fetched,matched,"3009 HAWKSDALE DR, LAS VEGAS, NV",89134,8967,Y,Y,,C089,"{""addressList"":[{""addressLine1"":""3009 HAWKSDALE DR"",""carrierRoute"":""C089"",""checkDigit"":""6"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""09"",""dpvConfirmation"":""Y"",""elot"":""0010"",""elotIndicator"":""D"",""recordType"":""S"",""state"":""NV"",""zip4"":""8967"",""zip5"":""89134""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Valley View Blvd (3111),3111 S Valley View Blvd,Ste B216,Las Vegas,NV,89102,US$11.99/month,https://www.anytimemailbox.com/s/las-vegas-3111-s-valley-view-blvd,Commercial,Y,matched,fetched,matched,"3111 S VALLEY VIEW BLVD STE B216, LAS VEGAS, NV",89102,7713,Y,Y,,C052,"{""addressList"":[{""addressLine1"":""3111 S VALLEY VIEW BLVD STE B216"",""carrierRoute"":""C052"",""checkDigit"":""4"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""26"",""dpvConfirmation"":""Y"",""elot"":""0034"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""7713"",""zip5"":""89102""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Rainbow Blvd (3172),3172 N Rainbow Blvd,,Las Vegas,NV,89108,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-3172-n-rainbow-blvd,Commercial,Y,matched,fetched,matched,"3172 N RAINBOW BLVD, LAS VEGAS, NV",89108,4534,Y,Y,,C102,"{""addressList"":[{""addressLine1"":""3172 N RAINBOW BLVD"",""carrierRoute"":""C102"",""checkDigit"":""9"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""72"",""dpvConfirmation"":""Y"",""elot"":""0015"",""elotIndicator"":""A"",""recordType"":""S"",""state"":""NV"",""zip4"":""4534"",""zip5"":""89108""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Valley View Blvd (3859),3859 S Valley View Blvd,Ste 2,Las Vegas,NV,89103,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-3859-s-valley-view-blvd,Commercial,Y,matched,fetched,matched,"3859 S VALLEY VIEW BLVD STE 2, LAS VEGAS, NV",89103,2920,Y,Y,,C061,"{""addressList"":[{""addressLine1"":""3859 S VALLEY VIEW BLVD STE 2"",""carrierRoute"":""C061"",""checkDigit"":""4"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""02"",""dpvConfirmation"":""Y"",""elot"":""0016"",""elotIndicator"":""D"",""recordType"":""H"",""state"":""NV"",""zip4"":""2920"",""zip5"":""89103""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Nellis Blvd,420 N Nellis Blvd,Ste A3,Las Vegas,NV,89110,US$14.99/month,https://www.anytimemailbox.com/s/las-vegas-420-n-nellis-blvd,Commercial,Y,matched,fetched,matched,"420 N NELLIS BLVD STE A3, LAS VEGAS, NV",89110,5365,Y,Y,,C066,"{""addressList"":[{""addressLine1"":""420 N NELLIS BLVD STE A3"",""carrierRoute"":""C066"",""checkDigit"":""8"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""13"",""dpvConfirmation"":""Y"",""elot"":""0293"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""5365"",""zip5"":""89110""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Craig Rd,Ste 3,4950 W Craig Rd,Las Vegas,NV,89130,US$12.99/month,https://www.anytimemailbox.com/s/las-vegas-4950-w-craig-rd,Commercial,N,matched,fetched,matched,"4950 W CRAIG RD STE 3, LAS VEGAS, NV",89130,2740,Y,N,,C033,"{""addressList"":[{""addressLine1"":""4950 W CRAIG RD STE 3"",""carrierRoute"":""C033"",""checkDigit"":""3"",""city"":""LAS VEGAS"",""cmar"":""N"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""03"",""dpvConfirmation"":""Y"",""elot"":""0118"",""elotIndicator"":""D"",""recordType"":""H"",""state"":""NV"",""zip4"":""2740"",""zip5"":""89130""}],""resultStatus"":""SUCCESS""}"
Las Vegas - S Pecos Road,5075D S Pecos Rd,,Las Vegas,NV,89120,US$12.99/month,https://www.anytimemailbox.com/s/las-vegas-5075d-s-pecos-road,Commercial,Y,matched,fetched,matched,"5075 S PECOS RD STE D, LAS VEGAS, NV",89120,1280,Y,Y,,C036,"{""addressList"":[{""addressLine1"":""5075 S PECOS RD STE D"",""carrierRoute"":""C036"",""checkDigit"":""6"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""76"",""dpvConfirmation"":""Y"",""elot"":""0003"",""elotIndicator"":""D"",""recordType"":""H"",""state"":""NV"",""zip4"":""1280"",""zip5"":""89120""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Blue Diamond Rd,5155 Blue Diamond Rd,Ste 102,Las Vegas,NV,89139,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-5155-blue-diamond-road,Commercial,N,matched,fetched,matched,"5155 BLUE DIAMOND RD STE 102, LAS VEGAS, NV",89139,7698,Y,N,,C089,"{""addressList"":[{""addressLine1"":""5155 BLUE DIAMOND RD STE 102"",""carrierRoute"":""C089"",""checkDigit"":""1"",""city"":""LAS VEGAS"",""cmar"":""N"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""27"",""dpvConfirmation"":""Y"",""elot"":""0123"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""7698"",""zip5"":""89139""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Mabel Rd,5953 Mabel Rd,,Las Vegas,NV,89110,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-5953-mabel-road,Commercial,Y,matched,fetched,matched,"5953 MABEL RD, LAS VEGAS, NV",89110,5026,Y,Y,,C087,"{""addressList"":[{""addressLine1"":""5953 MABEL RD"",""carrierRoute"":""C087"",""checkDigit"":""0"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""53"",""dpvConfirmation"":""Y"",""elot"":""0061"",""elotIndicator"":""A"",""recordType"":""S"",""state"":""NV"",""zip4"":""5026"",""zip5"":""89110""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Badura Ave,6020 Badura Ave,Ste 110,Las Vegas,NV,89118,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-6020-badura-ave,Commercial,Y,matched,fetched,matched,"6020 BADURA AVE STE 110, LAS VEGAS, NV",89118,4716,Y,Y,,C080,"{""addressList"":[{""addressLine1"":""6020 BADURA AVE STE 110"",""carrierRoute"":""C080"",""checkDigit"":""7"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""35"",""dpvConfirmation"":""Y"",""elot"":""0128"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""4716"",""zip5"":""89118""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Flamingo Rd (6130),6130 West Flamingo Road,,Las Vegas,NV,89103,US$10.99/month,https://www.anytimemailbox.com/s/las-vegas-6130-west-flamingo-road,Commercial,Y,matched,fetched,matched,"6130 W FLAMINGO RD, LAS VEGAS, NV",89103,2280,Y,Y,,C093,"{""addressList"":[{""addressLine1"":""6130 W FLAMINGO RD"",""carrierRoute"":""C093"",""checkDigit"":""4"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""30"",""dpvConfirmation"":""Y"",""elot"":""0046"",""elotIndicator"":""A"",""recordType"":""S"",""state"":""NV"",""zip4"":""2280"",""zip5"":""89103""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Fort Apache Rd,6415 S Fort Apache Rd,Ste 185 -,Las Vegas,NV,89148,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-6415-s-fort-apache-road,Commercial,Y,matched,fetched,matched,"6415 S FORT APACHE RD STE 185, LAS VEGAS, NV",89148,6746,Y,Y,,C069,"{""addressList"":[{""addressLine1"":""6415 S FORT APACHE RD STE 185"",""carrierRoute"":""C069"",""checkDigit"":""9"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""35"",""dpvConfirmation"":""Y"",""elot"":""0006"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""6746"",""zip5"":""89148""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Charleston Blvd,"6881 W Charleston Blvd, Ste A",,Las Vegas,NV,89117,US$8.99/month,https://www.anytimemailbox.com/s/las-vegas-6881-w-charleston-blvd,Commercial,Y,matched,fetched,matched,"6881 W CHARLESTON BLVD STE A, LAS VEGAS, NV",89117,1673,Y,Y,,C063,"{""addressList"":[{""addressLine1"":""6881 W CHARLESTON BLVD STE A"",""carrierRoute"":""C063"",""checkDigit"":""7"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""73"",""dpvConfirmation"":""Y"",""elot"":""0172"",""elotIndicator"":""D"",""recordType"":""H"",""state"":""NV"",""zip4"":""1673"",""zip5"":""89117""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Durango Dr (6955),6955 N Durango Dr,Ste 1115,Las Vegas,NV,89149,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-6955-n-durango-drive,Commercial,Y,matched,fetched,matched,"6955 N DURANGO DR UNIT 1115, LAS VEGAS, NV",89149,4418,Y,Y,,C087,"{""addressList"":[{""addressLine1"":""6955 N DURANGO DR UNIT 1115"",""carrierRoute"":""C087"",""checkDigit"":""3"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""90"",""dpvConfirmation"":""Y"",""elot"":""0006"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""4418"",""zip5"":""89149""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Hualapai Way,7181 N. Hualapai Way,Suite 130 -,Las Vegas,NV,89166,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-7181-n-hualapai-way,Commercial,Y,matched,fetched,matched,"7181 N HUALAPAI WAY STE 130, LAS VEGAS, NV",89166,1123,Y,Y,,H425,"{""addressList"":[{""addressLine1"":""7181 N HUALAPAI WAY STE 130"",""carrierRoute"":""H425"",""checkDigit"":""0"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""30"",""dpvConfirmation"":""Y"",""elot"":""0008"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""1123"",""zip5"":""89166""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Golden Acre Ave,7198 Golden Acre Ave,,Las Vegas,NV,89113,US$8.99/month,https://www.anytimemailbox.com/s/las-vegas-7198-golden-acre-ave,Commercial,Y,matched,fetched,matched,"7198 GOLDEN ACRE AVE, LAS VEGAS, NV",89113,6246,Y,Y,,C029,"{""addressList"":[{""addressLine1"":""7198 GOLDEN ACRE AVE"",""carrierRoute"":""C029"",""checkDigit"":""3"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""98"",""dpvConfirmation"":""Y"",""elot"":""0194"",""elotIndicator"":""A"",""recordType"":""S"",""state"":""NV"",""zip4"":""6246"",""zip5"":""89113""}],""resultStatus"":""SUCCESS""}"
Las Vegas - Durango Dr (8090),8090 S Durango Dr,Ste 102,Las Vegas,NV,89113,US$9.99/month,https://www.anytimemailbox.com/s/las-vegas-8090-s-durango-drive,Commercial,Y,matched,fetched,matched,"8090 S DURANGO DR STE 102, LAS VEGAS, NV",89113,4427,Y,Y,,C063,"{""addressList"":[{""addressLine1"":""8090 S DURANGO DR STE 102"",""carrierRoute"":""C063"",""checkDigit"":""2"",""city"":""LAS VEGAS"",""cmar"":""Y"",""countyName"":""CLARK"",""defaultFlag"":"""",""defaultInd"":""E"",""deliveryPoint"":""27"",""dpvConfirmation"":""Y"",""elot"":""0016"",""elotIndicator"":""A"",""recordType"":""H"",""state"":""NV"",""zip4"":""4427"",""zip5"":""89113""}],""resultStatus"":""SUCCESS""}"
